Age,Balance,IsActiveMember,Surname,Geography,Gender,Exited
32,191775.65,0,Jennings,France,Male,0
35,0.0,0,Ch'en,Spain,Female,1
34,85141.79,1,Kovalyov,Spain,Male,0
26,126392.18,1,Yeh,France,Male,0
28,0.0,0,Chien,France,Male,0
40,129860.37,0,Brown,France,Female,0
53,127642.44,0,Buddicom,France,Female,1
35,0.0,1,McGregor,France,Female,0
44,125584.17,1,Thompson,Germany,Female,1
56,50911.21,0,Ross,Spain,Male,1
29,91955.61,0,Ch'ang,France,Male,0
36,84266.44,0,Warren,Germany,Female,0
36,147149.59,1,Uspenskaya,France,Female,0
36,0.0,0,King,France,Female,0
23,104822.45,1,Trentini,France,Female,0
42,146766.72,1,Konovalova,France,Male,0
70,148745.92,1,Dellucci,Germany,Male,0
27,0.0,0,Goddard,France,Male,1
48,0.0,0,Neumann,France,Female,0
35,0.0,1,Ch'in,Spain,Male,0
41,135203.81,1,Walters,France,Female,0
23,93301.97,1,Muravyova,Germany,Male,0
33,96341.0,0,Barry,Germany,Male,0
44,165326.2,1,Woolnough,France,Male,0
27,0.0,1,Keen,France,Male,0
41,99786.2,0,Liebe,France,Female,0
22,114440.24,1,White,Spain,Female,0
36,141573.55,0,Hunter,Spain,Male,0
22,0.0,0,Myers,Spain,Female,1
55,133676.65,1,Rogova,Spain,Female,0
33,147493.7,0,Raff,France,Female,0
54,0.0,0,Cocci,France,Male,1
29,0.0,0,Kanayochukwu,France,Female,0
37,95022.57,1,Obialo,Germany,Female,0
34,0.0,0,Liu,France,Female,0
37,0.0,1,Gilbert,France,Male,0
50,149713.61,1,Coles,France,Male,1
43,107963.38,0,Ponomaryov,Germany,Female,1
40,0.0,0,Bergamaschi,France,Male,0
32,0.0,0,Guerin,Spain,Male,0
37,0.0,1,Sinclair,France,Male,0
43,0.0,0,Dominguez,France,Male,0
33,102017.25,0,Costa,France,Female,0
27,0.0,0,Wei,Spain,Female,0
44,0.0,0,Mills,France,Male,0
29,96674.55,0,Pugh,Spain,Male,0
44,81811.71,0,Price,Spain,Female,1
33,79281.61,0,Wood,Spain,Male,0
31,0.0,0,Robertson,France,Male,0
36,122314.39,0,Sawtell,Germany,Female,0
43,140733.74,1,Yuryeva,Germany,Male,0
49,116933.11,0,Pisano,Germany,Male,1
41,165445.04,0,Kharitonova,Spain,Male,0
53,123805.03,0,Simmons,Germany,Female,0
37,107548.94,0,Muramats,France,Male,0
49,111634.29,1,Tang,France,Male,0
41,109153.96,1,Peng,Germany,Female,1
34,0.0,0,Bevan,Spain,Female,0
34,86055.17,1,Zito,Germany,Male,0
51,98438.23,0,Sokolov,Germany,Female,1
29,0.0,0,Teng,Spain,Male,0
32,144705.87,0,Amadi,France,Female,0
31,0.0,1,Davide,France,Male,0
41,91612.91,1,Parkes,France,Male,0
40,0.0,0,Mazzanti,Spain,Male,0
40,0.0,1,Findlay,France,Female,0
32,192122.84,1,Hsu,France,Female,1
41,179904.0,1,Chukwukadibia,France,Male,0
59,178058.06,1,Baxter,France,Male,1
30,176166.56,1,Kung,France,Male,0
42,156864.2,0,Booth,France,Male,0
44,0.0,1,Evans,France,Female,0
30,0.0,0,Kung,Spain,Male,0
33,0.0,1,Tung,Spain,Female,0
34,161588.89,1,Yuan,France,Male,0
48,109349.29,0,Jackson,France,Male,1
29,0.0,0,Ross,Spain,Female,0
36,0.0,1,Yang,France,Female,0
37,0.0,1,Yu,Spain,Male,1
60,152335.7,0,Onwumelu,France,Male,1
51,124662.54,1,Gay,France,Female,1
47,91522.04,1,Morrison,Germany,Female,0
45,0.0,1,Belov,France,Male,0
39,62052.28,1,Mao,Spain,Female,0
32,107871.72,0,Walsh,France,Male,0
36,99472.76,0,Bruno,France,Female,1
50,128039.01,1,Gray,Spain,Female,0
33,0.0,1,Maurer,France,Male,0
33,114634.63,0,Chiang,Spain,Female,1
26,56738.47,1,Cattaneo,France,Male,1
34,90355.12,0,Grieve,Germany,Male,0
36,115725.24,0,Lowell,Germany,Male,0
58,114327.59,1,Trentino,Germany,Male,0
36,100762.64,0,Sung,Germany,Female,0
40,0.0,0,Yen,France,Female,1
39,89039.9,1,Philipp,Spain,Male,0
34,78829.53,1,Dynon,France,Male,0
30,112372.96,1,Alexeyeva,Germany,Male,0
81,122029.15,1,Hs?eh,Germany,Male,0
29,157829.12,0,Ferri,France,Female,0
31,108377.75,1,Hsu,Germany,Female,0
54,95507.12,1,Bishop,France,Female,0
43,127146.68,0,Toscani,Germany,Male,0
24,133811.78,0,T'ao,Germany,Male,1
36,121092.47,1,Philip,France,Male,0
34,126979.75,0,Li Fonti,Germany,Male,0
37,144235.73,0,Rene,France,Male,1
38,152582.2,0,Daigle,France,Female,0
43,172478.15,0,Joshua,Spain,Male,1
36,126477.42,0,Simmons,France,Male,0
43,97473.87,1,Jamieson,Spain,Male,0
53,138053.67,1,Hou,France,Male,0
31,164003.05,1,Cochran,France,Female,0
47,0.0,1,Bibb,France,Female,1
62,0.0,1,Jen,France,Female,0
39,122486.11,1,Corran,Spain,Female,0
36,0.0,0,He,France,Male,0
45,53667.44,0,Loggia,Germany,Female,0
20,0.0,0,Lovely,France,Male,0
58,109327.65,1,Becker,Spain,Male,0
34,121151.05,0,Plascencia,Spain,Male,0
42,101043.63,1,Somadina,Spain,Male,0
33,83501.66,0,Walker,Germany,Male,0
33,80462.24,0,Alekseeva,Spain,Male,0
39,0.0,0,Watson,France,Male,0
37,109093.41,0,Zotov,France,Male,0
46,140355.6,1,Williamson,Spain,Female,0
42,0.0,1,Carpenter,France,Male,0
45,130170.82,0,Cattaneo,Germany,Male,0
42,0.0,1,Gordon,France,Female,0
40,109542.29,1,Boni,France,Male,0
41,33563.95,0,Lynch,France,Female,1
36,148795.17,1,McCarthy,France,Male,0
64,0.0,1,Davies,France,Male,0
40,174126.75,0,Hargreaves,Germany,Male,1
41,0.0,0,Blackburn,Spain,Male,0
35,106405.03,1,K?,Spain,Female,0
38,0.0,1,Meng,Spain,Male,0
30,128393.29,1,Cattaneo,Spain,Male,0
41,127841.52,0,Hunt,Germany,Male,0
24,137295.19,1,Owens,France,Female,0
55,155828.22,1,Steele,Spain,Female,1
39,0.0,0,Kennedy,France,Male,0
25,144351.86,0,Pan,Germany,Female,0
35,106365.29,1,Alexander,Spain,Male,0
35,127801.88,1,Bray,Germany,Male,0
45,122793.96,1,Nnabuife,Germany,Female,0
38,113525.84,0,Padovesi,Germany,Male,1
23,136100.69,0,Bray,Spain,Female,1
30,0.0,1,Lucas,France,Male,0
30,140916.81,0,Tinline,France,Male,0
31,0.0,1,Esomchi,France,Female,0
26,121365.39,1,Liao,Germany,Male,0
36,0.0,0,Iroawuchi,Spain,Female,0
35,0.0,0,Retana,France,Female,0
47,93578.68,1,Fang,France,Male,1
40,0.0,0,Ozioma,France,Male,0
33,115409.6,1,Robson,Spain,Female,0
33,90791.69,1,Bruno,France,Female,0
62,123681.32,0,Price,France,Female,1
44,92436.86,0,Swanson,France,Female,0
52,167194.36,1,Chang,Germany,Female,1
36,0.0,1,Morgan,France,Female,0
44,160838.13,0,Nwebube,Germany,Male,0
43,0.0,0,Trevisan,Spain,Male,1
40,144470.77,1,Ositadimma,Spain,Female,0
38,0.0,1,Cunningham,Spain,Female,0
68,130169.27,1,Fields,Germany,Female,0
35,0.0,1,Johnston,Spain,Male,0
43,81076.8,1,Vasilyev,France,Male,1
36,0.0,1,Hooper,France,Male,0
57,101465.31,0,Colombo,Germany,Female,1
48,0.0,1,Tsao,France,Male,0
37,113865.23,1,Chikere,Germany,Female,0
46,87603.35,1,Ballard,Spain,Female,1
36,120037.96,0,Akhtar,France,Male,0
33,0.0,0,O'Loughlin,Spain,Male,0
49,121205.15,1,Davis,Germany,Male,1
47,75408.33,0,Barry,Spain,Male,1
40,0.0,1,K'ung,France,Male,0
40,0.0,0,Gorman,France,Female,1
35,0.0,0,John,Spain,Female,0
50,121818.84,1,Tsou,France,Male,0
29,0.0,0,Okonkwo,France,Female,0
34,141806.0,1,Esposito,Germany,Male,0
51,61354.14,0,Boni,France,Female,1
53,124954.94,1,Pratt,Germany,Female,1
68,95039.12,1,Page,Germany,Female,1
29,103417.74,1,Wilkinson,France,Female,0
45,0.0,0,Tseng,France,Male,0
40,43028.77,0,Clark,France,Male,0
44,119638.21,1,Finch,Germany,Female,1
37,122689.51,0,Shen,France,Male,1
44,0.0,0,Hou,France,Male,0
37,73179.34,1,Wall,Germany,Male,0
38,171913.87,0,Manna,France,Female,1
38,0.0,1,Reyes,France,Male,0
33,92659.2,0,Jideofor,Germany,Male,0
34,137239.17,1,Sal,Germany,Female,1
46,102955.14,0,Iweobiegbunam,Germany,Female,0
61,65190.29,1,Shao,France,Female,1
29,96863.52,1,Heath,Germany,Female,0
34,154983.98,0,Chidimma,Spain,Male,0
59,106819.65,1,Murray,Germany,Male,0
38,128578.52,1,Sullivan,Spain,Male,0
63,126473.33,1,Wu,France,Female,0
38,110570.78,0,Downie,France,Female,0
50,0.0,1,Chukwufumnanya,Spain,Male,0
29,0.0,0,Allan,Spain,Male,0
33,0.0,1,Findlay,France,Female,0
44,0.0,0,Ch'eng,Spain,Female,0
30,111099.79,0,Miller,France,Male,0
29,0.0,0,Tsai,France,Female,0
25,100913.57,0,Graham,Spain,Male,0
26,0.0,1,Norton,Spain,Male,0
42,16893.59,1,Yegorov,France,Male,0
38,122267.85,0,Holt,Spain,Male,0
32,125685.79,1,Kao,France,Male,0
36,127397.34,0,Ross,Spain,Male,0
38,105271.56,1,Hsiao,France,Male,0
28,115265.14,0,Allan,Germany,Female,0
36,0.0,0,Liang,Spain,Male,0
31,0.0,1,Briggs,Spain,Male,0
23,139542.82,1,Cantrell,Germany,Male,0
46,111512.75,0,Wang,Germany,Female,1
37,148466.93,1,Aksenov,France,Male,0
29,0.0,0,Glennon,France,Male,0
35,108155.49,0,Yancy,France,Female,0
42,0.0,0,Mazzi,France,Female,0
41,84622.13,1,Liu,Germany,Male,0
41,146997.64,0,Nucci,Spain,Female,0
47,0.0,0,Y?,France,Female,0
27,98590.25,0,Nucci,France,Female,0
26,0.0,1,Tang,France,Female,0
45,134980.74,1,Kao,Germany,Female,1
79,108078.56,1,Chen,Spain,Female,0
29,0.0,1,Yao,Spain,Female,0
42,0.0,0,Tsou,France,Female,0
35,106836.67,0,Barnes,France,Male,0
29,102490.27,1,H?,France,Male,0
34,112746.54,0,Cruz,Germany,Male,0
38,125487.89,0,Smith,France,Male,0
25,142862.21,1,Onuchukwu,Spain,Male,0
37,0.0,0,Bukowski,France,Female,0
34,0.0,0,Simmons,France,Male,0
35,79388.33,1,Stewart,Spain,Male,0
37,0.0,1,Gow,France,Male,0
29,0.0,1,Williams,France,Male,0
31,107784.65,1,Francis,France,Female,0
41,142880.28,0,Calabresi,Spain,Female,1
38,149571.94,0,Chimaobim,Spain,Female,0
49,142767.39,1,Chikwendu,France,Male,0
49,121537.71,0,Padovesi,Germany,Male,1
50,0.0,0,Henderson,Spain,Male,0
43,0.0,0,Kharlamova,Spain,Male,1
42,89838.71,0,Onio,France,Male,1
45,103399.87,0,Yeh,Germany,Male,0
30,0.0,0,Feng,France,Female,0
43,136855.94,0,Norman,Germany,Male,0
39,0.0,0,White,France,Female,1
55,140891.46,1,Manfrin,Germany,Female,1
37,0.0,0,Ritchie,France,Male,0
46,89364.91,1,Udegbulam,Spain,Female,0
29,146011.4,0,Kao,France,Female,0
20,0.0,1,Diaz,Spain,Male,0
29,145294.08,0,Olisaemeka,Germany,Male,0
45,106000.12,0,Ross-Watt,Germany,Female,1
26,0.0,0,Miller,Spain,Female,0
58,0.0,1,Shubin,Spain,Female,0
20,104508.77,0,Nwankwo,Spain,Male,0
58,127539.3,1,Cartwright,Germany,Female,1
44,0.0,1,Ngozichukwuka,Spain,Male,0
51,96891.46,0,Sadler,Germany,Male,1
32,78535.25,0,Azuka,France,Female,0
37,112712.17,0,Shen,Spain,Female,0
55,119618.42,1,Whittaker,Spain,Male,0
28,0.0,0,Abazu,Spain,Female,0
33,74963.5,1,Murphy,France,Female,0
26,138023.79,1,Ford,France,Male,0
28,0.0,1,Gratwick,Spain,Female,0
47,185513.67,0,Pai,France,Female,0
60,185648.56,0,Lorenzo,France,Male,1
49,102286.6,0,Brady,Germany,Female,1
38,128015.83,0,Wong,Germany,Male,0
31,39539.39,0,Douglas,France,Male,0
40,0.0,1,Kennedy,France,Male,0
37,77608.46,1,Chang,France,Male,0
26,141462.13,0,Brown,France,Male,0
35,0.0,0,Hsiung,Spain,Female,0
27,131691.33,0,MacDonald,France,Male,0
29,93833.86,1,Davidson,Spain,Male,0
46,137933.39,1,Milano,Spain,Female,0
54,105770.14,1,Bovee,Spain,Male,1
54,0.0,1,Lewis,Spain,Female,0
38,0.0,1,Dyer,Spain,Female,1
38,166328.65,1,Hsia,France,Female,0
42,164307.77,0,Hicks,Germany,Female,0
38,163965.69,1,Millar,Germany,Male,0
40,125608.72,0,Fan,France,Male,0
66,0.0,0,Young,France,Female,0
37,118433.94,1,Kerr,Spain,Male,0
55,98488.08,0,Frolova,France,Female,1
40,0.0,1,Vasilyev,France,Male,0
64,98362.35,1,Sabbatini,Germany,Female,0
51,144237.91,0,Ifeanacho,France,Female,1
34,0.0,1,Capon,France,Male,0
47,0.0,0,Chieloka,Spain,Male,1
29,105767.28,0,Hanson,France,Female,0
32,0.0,0,Ts'ao,Spain,Male,0
48,0.0,0,Bradshaw,Spain,Female,0
31,0.0,1,Nkemakolam,Spain,Male,1
25,134467.26,1,Clunie,France,Female,0
38,138515.02,1,Cover,Germany,Male,0
32,128647.98,0,Esposito,Germany,Male,0
38,121858.98,0,Hodgson,France,Female,0
70,0.0,1,Harvey,Spain,Male,0
49,120108.56,1,Dobie,France,Female,0
37,196853.62,1,Okwudilichukwu,France,Female,0
35,121418.62,1,Dyer,France,Female,0
36,0.0,1,Chase,Spain,Male,0
29,0.0,0,Baresi,France,Female,0
42,97495.8,0,Lo,Germany,Female,0
42,0.0,0,Tyler,France,Female,0
33,127343.4,1,Ts'ui,Spain,Male,0
50,158633.61,0,Aparicio,Spain,Female,0
55,0.0,0,Macleod,France,Male,0
69,183744.98,1,Sal,Spain,Female,0
44,0.0,1,Yeh,France,Male,0
46,0.0,0,Udegbunam,Spain,Male,0
31,79962.92,0,Alexandrov,France,Male,0
36,0.0,1,Ozioma,France,Female,0
36,0.0,1,Atkins,France,Male,0
33,140956.99,0,Campos,France,Male,0
43,0.0,1,Wood,Spain,Female,0
29,0.0,1,Kerr,France,Male,1
30,145241.63,1,Chienezie,Spain,Male,0
31,138008.06,0,Tsou,Germany,Male,0
31,0.0,1,McKinnon,France,Female,0
39,0.0,1,Nwachukwu,France,Male,0
37,0.0,0,Nwebube,France,Male,0
38,0.0,0,Burt,Spain,Male,0
34,0.0,0,Ross,France,Male,0
29,127570.93,0,Lees,Spain,Female,0
28,0.0,1,Feetham,France,Female,0
27,107812.67,1,Chuang,Spain,Female,1
22,91560.58,0,Aitken,Germany,Male,0
34,121303.77,1,Chambers,Germany,Male,0
43,161546.68,1,Coburn,Spain,Male,0
35,128415.45,0,Ahmed,Spain,Female,0
31,57530.06,1,Ogochukwu,France,Female,1
38,0.0,1,Soto,France,Male,0
28,142243.54,0,Obiajulu,France,Female,0
39,138341.51,0,Yegorova,Germany,Female,1
32,0.0,0,Lucchese,France,Male,0
30,0.0,1,Talbot,France,Female,1
30,0.0,0,Lu,Spain,Male,0
41,146466.46,0,Arnold,Spain,Male,0
36,0.0,0,Nicholson,Spain,Male,0
58,0.0,1,Chukwualuka,France,Female,0
39,0.0,1,Wallace,France,Female,0
29,120307.58,1,Pisano,Spain,Female,0
27,87637.26,0,Kelly,France,Male,0
38,94652.04,1,Brady,Spain,Male,0
22,114415.84,1,Palmer,France,Female,0
71,0.0,1,Tan,France,Female,0
40,84315.02,0,L?,France,Male,0
27,0.0,0,Mordvinova,Spain,Female,0
42,93955.83,0,Corones,Germany,Male,0
36,67087.69,0,Clements,France,Male,0
22,101528.61,0,Morrice,Germany,Female,1
30,110824.52,1,Hsiung,Germany,Male,0
33,0.0,1,Barrett,France,Female,0
28,179960.2,0,Kanayochukwu,France,Male,0
38,134006.77,0,Tardent,France,Male,0
37,121532.17,1,Bowhay,Germany,Female,0
38,0.0,1,Lei,Spain,Female,0
38,0.0,1,Baker,Spain,Female,0
35,129717.3,0,Pisano,France,Male,0
22,94762.16,1,Castillo,Germany,Male,0
55,155196.17,1,Gibson,Germany,Male,1
29,129514.99,1,Lindsay,Germany,Male,0
57,113386.36,1,Macnamara,Germany,Female,1
24,0.0,1,Romano,France,Male,1
43,172196.23,1,Aksakova,Spain,Male,0
28,97612.12,1,Farnsworth,France,Male,0
20,104719.94,0,Giordano,France,Male,0
38,0.0,0,Arnold,France,Female,0
37,139592.98,0,Thompson,Germany,Male,1
29,0.0,0,Koch,Spain,Female,0
22,139096.85,0,Jones,France,Female,0
72,140301.72,1,Otitodilinna,Spain,Female,0
43,0.0,0,Fleetwood-Smith,Spain,Male,0
66,0.0,1,Chinonyelum,France,Male,0
39,111233.09,1,Montague,Spain,Male,0
23,0.0,0,Milani,France,Male,0
29,147737.63,1,Palermo,France,Male,0
35,0.0,1,Anderson,France,Male,0
40,125725.02,1,Crawford,Germany,Male,0
38,128289.7,0,Lin,France,Male,1
46,0.0,0,Yewen,France,Female,1
49,88826.07,1,Simmons,Germany,Female,1
41,143443.61,0,Mbadiwe,France,Female,1
68,0.0,1,Munro,France,Female,1
29,0.0,0,Graham,France,Male,0
26,149134.46,1,Lombardo,Spain,Male,0
30,124119.54,0,Kalinin,France,Male,0
44,116822.7,0,Woodward,Germany,Male,0
24,103219.47,0,Pirozzi,France,Female,0
41,0.0,0,Iweobiegbulam,France,Male,0
40,81954.6,1,Piazza,Germany,Female,1
37,95196.26,0,Baranova,Germany,Female,1
43,0.0,1,Fan,Spain,Male,0
38,0.0,1,Sun,France,Male,0
32,136555.01,1,Marino,France,Female,0
59,0.0,1,Donaldson,France,Male,0
39,119452.03,1,Burton,France,Male,0
44,0.0,1,Quinn,France,Male,1
24,69881.09,1,Sabbatini,Germany,Female,0
39,0.0,1,Brooks,France,Male,0
44,0.0,1,Black,France,Female,0
27,0.0,0,Schwartz,Spain,Female,0
20,204223.03,0,Ts'ui,Spain,Male,0
63,110314.21,0,Sargent,France,Female,1
48,163760.82,0,Udinesi,Spain,Female,1
31,141069.18,1,Lee,Germany,Female,0
38,115934.74,1,Taylor,France,Male,0
52,151457.88,1,Kepley,France,Male,0
35,154206.07,1,Ozuluonye,Germany,Female,0
26,89928.99,0,Lassetter,France,Female,0
30,89182.09,1,Mishina,France,Male,0
41,79706.25,0,Trevisano,Germany,Male,0
44,0.0,0,Iloerika,Spain,Female,1
27,0.0,0,Tan,France,Female,0
31,117799.28,1,Chikelu,France,Male,0
26,0.0,0,Lin,France,Male,0
28,0.0,0,Nicholson,France,Male,0
34,146422.22,0,Ugoji,Germany,Male,1
33,150186.22,1,Michel,Germany,Male,0
40,100275.88,0,Bruce,Germany,Male,1
47,0.0,0,Feng,France,Male,1
32,147493.89,0,McDonald,France,Male,0
43,0.0,0,Watt,France,Male,0
42,0.0,1,Goodwin,France,Female,0
29,121823.4,1,Arcuri,France,Male,0
40,0.0,1,Rapuluolisa,Spain,Female,0
31,113688.63,0,Kao,Germany,Male,1
40,100471.34,1,Tsui,Spain,Female,0
28,100032.52,0,Summers,Germany,Female,1
31,0.0,0,Cross,Spain,Male,0
32,116358.0,0,Osorio,France,Male,0
23,163549.63,1,Bobrov,Germany,Female,0
51,99183.9,1,Barnett,Germany,Male,0
53,131955.07,1,Pike,Spain,Female,1
41,134177.06,0,Gearheart,Spain,Female,0
38,0.0,0,Bruno,Spain,Female,0
30,0.0,1,Egobudike,France,Male,0
19,0.0,1,Okechukwu,Spain,Male,0
56,94348.94,0,Zikoranachidimma,Germany,Female,1
32,155584.21,1,Milanesi,France,Female,0
28,0.0,0,Ahern,France,Female,0
41,0.0,1,Dickson,Spain,Female,0
32,170661.47,1,Anayochukwu,Germany,Male,0
29,185544.36,0,McDonald,Germany,Female,0
44,52831.13,1,Fiorentini,Spain,Female,1
51,97750.07,1,Russo,Germany,Male,1
36,114007.5,0,Young,France,Male,0
71,104308.77,1,Bianchi,France,Female,0
33,84719.13,1,Fallaci,France,Female,0
39,0.0,0,Crawford,France,Male,0
39,140236.98,1,Marsh,France,Male,0
25,0.0,1,Kosisochukwu,Spain,Male,0
42,75302.85,0,Piccio,Spain,Female,0
27,0.0,0,Nevels,France,Male,0
51,104760.82,1,Kaodilinakachukwu,France,Female,1
49,0.0,0,Amaechi,France,Female,1
31,113693.0,0,P'an,Spain,Female,0
36,174180.39,0,Ikemefuna,Spain,Female,0
42,115766.26,0,Tai,Germany,Male,1
40,0.0,0,Winn,France,Female,0
48,0.0,0,Hardy,Spain,Female,0
72,121215.9,1,Chiu,France,Female,0
45,144677.19,0,Lopez,Germany,Male,1
36,115350.63,1,Steen,France,Male,0
40,105683.63,0,Ferri,Spain,Male,0
37,135179.49,0,Yegorova,France,Male,0
31,117551.23,0,Knowles,Spain,Male,0
25,157404.02,0,May,Germany,Male,0
36,77910.23,0,Bianchi,Spain,Male,0
25,110942.9,0,Pipes,France,Male,0
40,0.0,1,Doherty,France,Female,0
32,179305.09,1,Yobanna,France,Male,0
31,150593.59,1,Hsu,Germany,Male,0
43,123815.86,1,Russell,France,Female,1
59,0.0,1,Payne,Spain,Female,1
25,69385.17,0,Windsor,Germany,Female,0
27,138032.15,0,Bray,Germany,Male,0
41,0.0,1,Seleznyov,France,Male,0
29,0.0,1,Wark,France,Male,0
46,143500.82,0,Y?,Germany,Female,1
29,119670.18,0,Brown,Spain,Female,0
33,99106.73,0,Huang,Spain,Male,0
24,120135.55,1,Zito,Germany,Male,0
39,0.0,0,Bailey,France,Female,0
55,120905.03,1,Allnutt,France,Female,1
57,0.0,0,Christie,Spain,Female,1
34,102277.52,0,Pope,Germany,Female,1
55,125292.53,1,Johnstone,Germany,Female,1
42,0.0,0,Bird,Spain,Male,0
51,101629.3,0,Jones,France,Female,0
47,171937.27,1,Pedder,Germany,Male,0
47,0.0,0,Calabrese,France,Male,0
25,0.0,0,Chialuka,France,Male,0
34,0.0,0,McKenzie,France,Male,0
31,129743.75,0,Holloway,France,Male,0
32,0.0,1,Tang,Spain,Male,1
41,151191.31,0,Byrne,Germany,Male,1
32,102630.13,1,Selwyn,Germany,Male,0
57,114023.64,1,Genovese,France,Female,1
41,124227.14,1,Koger,Germany,Male,0
23,0.0,1,Baranov,France,Female,0
35,80285.16,0,Greco,Spain,Male,1
31,175477.15,1,Owens,France,Male,0
29,132144.35,0,Y?,France,Female,0
47,136911.07,1,Kendall,Germany,Male,1
31,133299.67,1,Ko,Germany,Male,0
39,0.0,0,Tang,France,Male,0
42,117691.0,1,Lombardo,Germany,Male,1
35,0.0,0,Perkins,France,Male,0
46,0.0,0,Feng,France,Male,0
37,133199.71,1,Lo,Germany,Female,0
51,135506.58,1,Piccio,Spain,Male,1
33,127154.14,1,Mazzanti,Germany,Male,0
39,0.0,1,Chukwualuka,Spain,Male,0
42,49508.79,1,Elliot,Germany,Female,0
41,0.0,1,Gratton,France,Male,0
62,75051.49,0,Carandini,France,Female,1
52,123925.23,0,Robinson,Spain,Male,1
41,0.0,1,Lo,France,Male,1
33,153819.58,0,Ma,France,Male,1
39,0.0,1,Vinogradova,Spain,Female,0
30,0.0,1,H?,Spain,Male,0
23,70417.79,1,Alexandrova,Spain,Female,0
38,111484.88,1,Yang,Spain,Male,0
38,146343.98,1,Maslova,Spain,Male,0
72,160541.0,1,Buccho,France,Male,0
27,130274.26,0,Young,Germany,Male,0
21,98993.02,1,Barker,France,Female,0
36,0.0,0,Sung,Spain,Male,0
32,141827.33,1,Hansen,Germany,Male,0
40,110054.45,1,Brown,France,Female,0
28,0.0,1,Lo Duca,France,Male,0
28,0.0,0,Ellis,Spain,Male,0
36,98088.09,1,Korff,Germany,Female,1
48,118317.27,0,Gardiner,France,Male,1
22,0.0,0,Kiernan,Spain,Male,0
54,99774.5,0,Thompson,Germany,Male,1
32,0.0,0,Mathews,France,Female,0
38,0.0,0,Macrossan,France,Female,1
27,133806.54,0,Illingworth,Spain,Female,0
44,0.0,0,Bowen,Spain,Male,1
32,124993.29,1,Craig,France,Male,0
44,157622.58,1,Menhennitt,Spain,Female,0
48,126111.61,1,Moore,Germany,Male,0
42,161651.37,1,Shoebridge,France,Male,0
40,142856.95,0,Palermo,France,Female,0
44,111100.98,1,Reilly,Germany,Male,1
35,102918.38,1,Bowen,Spain,Male,0
30,0.0,0,Fyodorov,France,Female,0
47,0.0,0,Clements,France,Male,0
37,0.0,0,McKenzie,France,Male,0
22,125265.61,1,Craig,Spain,Male,0
37,82500.28,1,Iloerika,France,Male,0
64,175754.87,1,Dolgorukova,Germany,Female,0
47,109387.33,0,Eva,France,Female,0
37,100443.36,1,Yeh,France,Male,0
54,83102.72,1,P'an,Spain,Female,0
28,0.0,1,Howe,Spain,Male,0
28,0.0,0,Jenkins,France,Female,0
40,0.0,0,Shih,France,Female,0
48,115290.27,0,Nnamdi,France,Female,1
42,0.0,0,Mitchell,France,Female,0
40,140197.71,0,Findlay,France,Female,0
28,105245.34,1,Pisani,France,Female,0
50,0.0,1,Belisario,France,Male,0
32,0.0,1,Pomeroy,France,Male,0
35,142296.13,1,Ibrahimova,Germany,Male,0
56,99097.33,1,K?,Spain,Female,1
28,171069.39,1,Graham,France,Male,0
39,0.0,0,Trevisano,France,Female,0
31,102523.88,1,Trevisano,France,Female,0
35,0.0,1,K?,France,Male,0
44,143391.07,0,Manning,Germany,Male,1
44,106022.73,0,Tucker,Germany,Female,0
36,0.0,0,Schaffer,Spain,Female,0
36,128960.21,1,Esomchi,Germany,Male,0
35,0.0,0,Ch'ang,France,Female,0
48,0.0,0,Walker,France,Female,0
24,0.0,0,Chu,France,Female,0
25,126442.59,0,Crawford,France,Female,0
51,0.0,1,Milne,Spain,Male,0
37,127261.35,0,Anenechukwu,France,Male,0
32,0.0,0,Donaldson,Spain,Female,0
33,0.0,0,Kelly,France,Female,0
34,0.0,0,Ts'ao,France,Female,0
30,73481.05,1,Gonzalez,Germany,Male,0
34,160515.37,0,Tai,France,Male,0
61,149525.34,0,Muravyova,Germany,Female,0
43,166522.78,0,Milanesi,Germany,Male,1
29,135536.5,0,Lin,France,Male,0
43,120481.69,0,Lambert,Germany,Female,1
28,103421.32,1,Temple,Spain,Male,0
33,135658.73,1,Ridley,France,Male,0
36,0.0,1,Young,France,Female,0
28,191402.82,0,Slye,France,Male,0
50,94504.35,1,Pan,Germany,Male,0
44,126147.84,1,Hsueh,Germany,Female,1
46,0.0,1,Roberts,France,Female,0
33,0.0,0,Moss,France,Male,0
43,87624.03,0,Andrews,France,Male,0
45,153697.53,0,Takasuka,France,Female,1
25,0.0,0,Dawson,France,Female,0
39,0.0,0,Bruche,France,Male,0
45,116585.97,0,Oliver,Germany,Female,1
34,134464.58,0,Ryan,Germany,Male,0
62,83008.31,1,Sabbatini,Germany,Male,0
35,113635.16,0,Watt,Spain,Male,0
36,0.0,0,Wilson,Spain,Female,0
41,122552.48,1,Abramova,Germany,Male,0
31,118899.45,0,Purdy,Spain,Male,0
29,99713.87,0,Higgins,France,Female,0
36,0.0,0,Marshall,France,Female,0
36,134208.22,1,Reye,France,Female,0
41,85906.65,0,Chibueze,Germany,Female,0
32,137714.25,1,Kwemtochukwu,Germany,Male,0
33,160777.9,1,Biryukova,Spain,Male,0
45,0.0,1,Chidozie,France,Male,0
21,0.0,0,Barber,France,Male,0
25,102585.88,1,Thompson,France,Male,0
39,102556.18,0,Maslov,Germany,Female,1
